Project URL,Project Name,Project Description,Tech Stack,Description Crux,Similarity with PS (%)
https://devfolio.co/projects/pratikriya-emergency-response-system-26f8,Pratikriya - Emergency Response System,"The problem Pratikriya - Emergency Response System solves Our solution Pratikriya analyses the voice of the caller on live on-going calls being attended by the caller in the Emergency Response System. After analysing the voice of the caller, the solution should predict the emotional and mental condition of the caller. The solution should predict/suggest the following about the caller - stressful voice, drunk voice, prank voice, abusive voice, painful voice or any mental condition. We are using blockchain to secure the voice data of individuals who call us in emergency due to the critical situation of the users. Challenges we ran into Audio processing was a difficult task, which included handling different audio formats and processing them to "".wav"" format.
Setting up blockchain took us a while but we figured it out using ETH testnet, Ganache, and Truffle.
Acquiring testnet coins for the blockchain was a challenge.
Integrating API calls for audio files and livestreaming data.
Enhancing score of the ML model. Audio processing was a difficult task, which included handling different audio formats and processing them to "".wav"" format. Audio processing was a difficult task, which included handling different audio formats and processing them to "".wav"" format. Setting up blockchain took us a while but we figured it out using ETH testnet, Ganache, and Truffle. Setting up blockchain took us a while but we figured it out using ETH testnet, Ganache, and Truffle. Acquiring testnet coins for the blockchain was a challenge. Acquiring testnet coins for the blockchain was a challenge. Integrating API calls for audio files and livestreaming data. Integrating API calls for audio files and livestreaming data. Enhancing score of the ML model. Enhancing score of the ML model.  ","IPFS, NEXT.JS, SCIKIT-LEARN, LIBROSA, ETHEREUM, GANACHE, AXIOS, MATERIAL-UI, DJANGO REST FRAMEWORK, TRUFFLE SUITE","['voice data', 'calls audio', 'processing wav', 'audio', 'wav format', 'stressful voice', 'voice prank', 'analyses voice', 'audio formats', 'secure voice', 'voice caller', 'pratikriya emergency', 'format audio', 'prank voice', 'analysing voice']",0.0
https://devfolio.co/projects/zero-knowledge-decision-tree-prediction-zkdtp-6b5f,Zero Knowledge Decision Tree Prediction (ZK-DTP),"The problem Zero Knowledge Decision Tree Prediction (ZK-DTP) solves Problem: In today's digital era, machine learning has become an essential tool for solving complex problems and making data-driven decisions. However, using ML models for sensitive applications can lead to privacy concerns and the potential for data leakage. This becomes especially challenging when the ML model provider needs to offer predictions without disclosing their proprietary model's critical attributes and thresholds. Traditional approaches for sharing ML models expose these sensitive details, making it difficult to strike a balance between functionality and privacy. Solution: Zero Knowledge Decision Tree Predict is designed to address this pressing issue by offering privacy-preserving predictions using decision tree models, built on top of RISC Zero's zkVM. ZK-DTP enables ML model providers to generate accurate predictions without revealing any sensitive information about the model or the input data. Use Cases: Healthcare: Safeguard patient privacy while enabling healthcare providers to make data-driven decisions based on ML models. ZK-DTP ensures that personal health information (PHI) and model details are kept confidential, improving patient trust and compliance with data protection regulations.
Finance: Enhance security and compliance for financial institutions by enabling them to utilize ML models for tasks like credit scoring, fraud detection, and portfolio management, without disclosing sensitive customer data or proprietary model information.   ","SCIKIT-LEARN, MACHINE LEARNING, PYTHON, ZERO-KNOWLEDGE PROOFS (ZKPS), RUST","['patient privacy', 'prediction zk', 'decision tree', 'privacy solution', 'models zk', 'functionality privacy', 'zero knowledge', 'privacy preserving', 'models sensitive', 'data protection', 'confidential improving', 'zero zkvm', 'privacy enabling', 'privacy', 'tree predict']",0.0
https://devfolio.co/projects/shieldtalk-368d,ShieldTalk,"The problem ShieldTalk solves With the ease of internet access, and the ability to hide behind a computer screen, cyberbullying has given bullies a new platform to harass their victims. According to the National Institutes of Health, Teenagers with underlying mental health issues, when faced with cyberbullying, have been shown to have suicidal thoughts. One in three young people in 30 countries said they have been a victim of online bullying, with one in five reporting having skipped school due to cyberbullying and violence, in a new poll released today by UNICEF and the UN Special Representative of the Secretary-General (SRSG) on Violence against Children.    ","DJANGO, TENSORFLOW, SCIKIT-LEARN, PANDAS, DEEP LEARNING, MATPLOTLIB, NATURAL LANGUAGE PROCESSING (NLP), WHISPER, LONG SHORT-TERM MEMORY (LSTM), HTML/CSS","['faced cyberbullying', 'cyberbullying violence', 'cyberbullying shown', 'online bullying', 'school cyberbullying', 'screen cyberbullying', 'cyberbullying given', 'cyberbullying', 'bullying reporting', 'bullying', 'bullies', 'violence children', 'bullies new', 'shieldtalk', 'victim online']",0.0
https://devfolio.co/projects/health-diagnosis-chatbot-using-machine-learning-3690,Health Diagnosis Chatbot using Machine Learning,"The problem Health Diagnosis Chatbot using Machine Learning solves The Health Diagnosis Chatbot effectively tackles the common challenge of individuals seeking prompt and reliable health assessments based on their symptoms. In today's fast-paced world, people often experience discomfort or health concerns but might not have immediate access to medical professionals or resources. This gap often leads to uncertainty and anxiety about the severity of their condition. Traditional online research can be overwhelming, and self-diagnosis can sometimes result in inaccurate conclusions. Furthermore, wait times for doctor's appointments and clinics can contribute to delayed action, potentially exacerbating minor health issues. The Health Diagnosis Chatbot steps in as a reliable solution by utilizing advanced Machine Learning techniques. It offers users the convenience of receiving instantaneous health predictions right at their fingertips. Users can input their symptoms through a user-friendly chat interface, and the chatbot's algorithms quickly process the information. This chatbot not only provides predictions but also goes a step further. It assesses the severity of symptoms and offers personalized insights on whether users should take immediate action, consult a doctor, or practice precautionary measures. By addressing these concerns promptly, the chatbot helps users make well-informed decisions about their health. In essence, the Health Diagnosis Chatbot bridges the gap between early health assessment and professional medical care. It empowers users with timely and reliable information, reducing unnecessary worry and promoting proactive healthcare management. By leveraging the power of Machine Learning, this chatbot adds value to users' lives by providing accessible and accurate health predictions. Challenges we ran into One specific challenge we encountered during the development of the Health Diagnosis Chatbot project was related to the integration and interpretation of the user-provided symptoms. As the project relied on Machine Learning models to predict health conditions based on symptoms, ensuring accurate and effective symptom processing was crucial.                  ","FLASK, SCIKIT-LEARN, PANDAS, DEEP LEARNING, PYTHON, GITHUB, PYTTSX3, REGULAR EXPRESSIONS (FOR SYMPTOM MATCHING), JUPYTER NOTEBOOK (FOR MODEL TRAINING AND TESTING), MACHINE LEARN","['diagnosis chatbot', 'information chatbot', 'chatbot effectively', 'learning chatbot', 'chatbot', 'predict health', 'chatbot provides', 'health diagnosis', 'health predictions', 'promptly chatbot', 'chatbot project', 'chatbot using', 'chatbot algorithms', 'chatbot helps', 'interface chatbot']",0.0
https://devfolio.co/projects/jan-drishti-165a,Jan Drishti,"The problem Jan Drishti solves Users struggle to navigate through overwhelming news sources and discern article intentions. Existing news apps lack personalized interaction. Our solution, Jan Drishti, aims to address this by providing a user-friendly news application with an integrated QnA session powered by a language model, enhancing the understanding of news content. Challenges we ran into There were a handful of hurdles we had to overcome to make this project happen. Finding the right open sourced API's, datasets, tweaking the LLM, finding the correct sentiment analysis model, and mosts importantly making use of the API endpoints to fetch relevant articles. Although, with much time and team effort we did get over it over these past 30 hours.","REACT, FIREBASE, FLASK, TENSORFLOW, PYTORCH, SCIKIT-LEARN, PANDAS, MATPLOTLIB, NEXTUI, TINYLLAMA","['news apps', 'news application', 'news content', 'understanding news', 'existing news', 'news sources', 'friendly news', 'sentiment analysis', 'article intentions', 'news', 'api', 'articles', 'apps', 'qna', 'qna session']",0.0
https://devfolio.co/projects/fpoincometracker-22aa,FPOIncomeTracker,The problem FPOIncomeTracker solves Developing an algotithim / programme to measure increase in income of FPOs on account of project interventions under WDC 2.0.,"SCIKIT-LEARN, NUMPY, PANDAS, MATPLOTLIB, PYTHON, SEABORN, HTML/CSS","['income fpos', 'project interventions', 'fpoincometracker', 'increase income', 'interventions wdc', 'fpoincometracker solves', 'problem fpoincometracker', 'income', 'programme measure', 'fpos', 'fpos account', 'interventions', 'algotithim programme', 'solves developing', 'wdc']",0.0
https://devfolio.co/projects/zelta-credit-risk-analyser-and-open-skin-cancer-c928,ZELTA: CREDIT RISK ANALYSER & OPEN: SKIN CANCER,"The problem ZELTA: CREDIT RISK ANALYSER & OPEN: SKIN CANCER solves CREDIT RISK ANALYSER: This advanced tool accelerates the assessment of creditworthiness, streamlining loan approval processes and minimizing decision time. By leveraging sophisticated algorithms, it significantly improves the accuracy of risk predictions, reducing the chances of errors in credit assessments. SKIN CANCER DETECTION: This innovative technology offers a non-invasive and efficient means of identifying potential skin cancer lesions. By analyzing vast datasets of dermatological images, machine learning algorithms can recognize patterns indicative of malignant or benign conditions. This not only expedites the diagnostic process but also enhances accuracy, potentially aiding in early detection and intervention.   ","TENSORFLOW, SCIKIT-LEARN, OPENCV, MACHINE LEARNING, PANDAS, SQL, GIT, PYTHON, GOOGLE COLLAB, CNN ALGORITHM","['datasets dermatological', 'skin cancer', 'cancer detection', 'dermatological images', 'cancer solves', 'dermatological', 'assessments skin', 'machine learning', 'cancer lesions', 'indicative malignant', 'cancer', 'skin', 'learning algorithms', 'risk analyser', 'potential skin']",0.0
https://devfolio.co/projects/health-report-analyzer-52ae,Health Report Analyzer,"The problem Health Report Analyzer solves In today's healthcare landscape, inefficient and error-prone medical diagnoses are common, primarily due to the manual examination of diverse medical reports and imaging data. This labor-intensive process introduces delays in treatment and poses a risk of misdiagnosis, compromising patient care. Our innovative solution addresses these challenges by providing an accessible platform for users to upload health report images. Leveraging advanced algorithms, we swiftly analyze these reports, detecting specific diseases and expediting treatment decisions. This streamlined approach alleviates the need for hospital visits and improves healthcare efficiency. Moreover, our system continuously enhances its diagnostic accuracy. Through sophisticated algorithms, it learns with each report, refining precision and ensuring reliable results. Beyond diabetes diagnosis, our platform offers comprehensive support, providing access to nearby hospitals and potential remedies. Looking forward, we aim to expand our system's capabilities to analyze various diseases and recommend medications. We also seek to collaborate with hospitals, integrating our software to optimize efficiency and enhance patient care. Together, we are transforming healthcare delivery, making accurate diagnoses and personalized treatment recommendations readily accessible. Challenges we ran into Designing the Website: Designing the Website: Creating an intuitive and user-friendly interface that allows easy uploading of health report images.
Ensuring the website is visually appealing while maintaining functionality and accessibility. Creating an intuitive and user-friendly interface that allows easy uploading of health report images. Ensuring the website is visually appealing while maintaining functionality and accessibility. Learning New Technologies:
Familiarizing ourselves with advanced algorithms for medical diagnosis and integrating them effectively into our system. Learning New Technologies:
Familiarizing ourselves with advanced algorithms for medical diagnosis and integrating them effectively into our system. Familiarizing ourselves with advanced algorithms for medical diagnosis and integrating them effectively into our system. Familiarizing ourselves with advanced algorithms for medical diagnosis and integrating them effectively into our system.                     ","JAVASCRIPT, FLASK, SCIKIT-LEARN, MACHINE LEARNING, PANDAS, ARTIFICIAL INTELLIGENCE, PYTHON, OCR, IMAGE PROCESSING, HTML/CSS","['diagnoses personalized', 'diagnosis platform', 'medical reports', 'upload health', 'accurate diagnoses', 'uploading health', 'reports detecting', 'health report', 'personalized treatment', 'medical diagnoses', 'report images', 'algorithms medical', 'diagnoses', 'personalized', 'report analyzer']",0.0
https://devfolio.co/projects/workzen-58b4,WorkZen,"The problem WorkZen solves Numerous developers grapple with the inefficiencies of work-life balance , which not only diminish productivity but also contribute to the onset of the developer’s burnout. The prevailing methods in use today suffer from a dearth of real-time insights and predictive capabilities, presenting considerable hurdles for developers striving to fine-tune their task management and nurture a conducive work schedule that doesn’t prioritize the well-being of their personal life as well as work life. Challenges we ran into One significant hurdle encountered during the development of WorkZen was the intricate process of data preprocessing. The dataset, while rich in information, presented various inconsistencies, missing values, and categorical variables that needed careful handling before feeding into the machine learning model and also we used various algorithms to train the model and choosing the best fitting model was a hard task for us since the data was complex.","SCIKIT-LEARN, NUMPY, PANDAS, MATPLOTLIB, PYTHON, SEABORN, STREAMLIT, RANDOMFORESTCLASSIFIER","['developer burnout', 'work life', 'work schedule', 'development workzen', 'developers striving', 'preprocessing dataset', 'productivity', 'task data', 'data preprocessing', 'task management', 'inefficiencies work', 'tune task', 'developers', 'hurdles developers', 'life work']",0.0
https://devfolio.co/projects/careercrafter-c66d,CareerCrafter,"The problem CareerCrafter solves CareerCrafter aims to tackle the difficulties faced by job seekers and recruiters in today's job market. It simplifies the job search process for job seekers by analyzing resumes accurately, suggesting personalized job opportunities, and offering valuable career advice. On the other hand, it streamlines the talent acquisition process for recruiters by efficiently ranking resumes and identifying top candidates. In summary, CareerCrafter bridges the gap between talent and opportunity, making it effortless for individuals to find suitable jobs and for organizations to discover the right talent.  ","HTML, CSS, JAVASCRIPT, FLASK, SCIKIT-LEARN, PANDAS, SQLITE, PYTHON, NLP, SQLAL","['careercrafter aims', 'careercrafter', 'careercrafter solves', 'solves careercrafter', 'summary careercrafter', 'problem careercrafter', 'careercrafter bridges', 'recruiters', 'recruiters efficiently', 'process recruiters', 'talent acquisition', 'career', 'ranking resumes', 'job search', 'job seekers']",0.0
https://devfolio.co/projects/study-buddy-your-ai-study-companion-202b,Study Buddy: Your AI Study Companion,"The problem Study Buddy: Your AI Study Companion solves Traditional study methods often lack the intelligence and adaptability required to optimize productivity, comprehension, and learning outcomes for students. Without personalized guidance and support, students frequently struggle to manage their study tasks efficiently and comprehend complex concepts effectively. This deficiency underscores the need for an AI-powered study companion that provides intelligent tools and utilities to address these challenges effectively and revolutionize the study experience. By offering tailored assistance and insights, such a companion can significantly enhance student success. Challenges we ran into ","TENSORFLOW, SCIKIT-LEARN, GIT, SQLITE, PYTHON, STREAMLIT, T5 TRANSFORMER","['study companion', 'ai study', 'study tasks', 'manage study', 'insights companion', 'study', 'powered study', 'revolutionize study', 'study experience', 'enhance student', 'companion solves', 'study buddy', 'students personalized', 'study methods', 'student']",0.0
https://devfolio.co/projects/sanjeevan-d85e,Sanjeevan,"The problem Sanjeevan solves Facilitated Communication:Enables speech-impaired individuals to engage in real-time conversations via video calls, overcoming communication barriers. Enhanced Accessibility: Provides a platform for speech-impaired individuals to communicate effectively with others, fostering inclusivity and accessibility. Independence: Empowers users to express themselves autonomously without relying on traditional speech-based communication methods. Efficiency: Streamlines communication processes for speech-impaired individuals, making exchanges smoother and more efficient in various contexts, such as personal or professional settings. Innovation: Harnesses advanced machine learning technology to interpret hand signs accurately, showcasing the potential of AI in improving the lives of individuals with disabilities.  ","FIREBASE, CSS, JAVASCRIPT, SCIKIT-LEARN, OPENCV, WEBSOCKETS, FASTAPI, AGORA SDK, MEDIAPIPE, HTML5","['speech impaired', 'accessibility provides', 'accessibility', 'enables speech', 'disabilities', 'enhanced accessibility', 'individuals disabilities', 'impaired', 'speech based', 'impaired individuals', 'accessibility independence', 'platform speech', 'communicate effectively', 'individuals communicate', 'communicate']",0.0
https://devfolio.co/projects/signet-8140,SigNet,"The problem SigNet solves Enhanced Communication Accessibility: Our software facilitates seamless communication for sign language users, bridging the gap between them and non-signers.
Real-Time Translation: Users can communicate in sign language, and our software translates gestures into text and audio formats instantly, enabling smooth interaction with others.
Improved Inclusivity: By breaking down linguistic barriers, our software promotes inclusivity and ensures that sign language users can engage more fully in various aspects of life, including education, employment, and social interactions.
Ease of Use: With user-friendly features and intuitive design, our software is accessible to individuals of all skill levels, from beginners to proficient sign language users.
Global Communication: Supporting multiple languages, our software fosters global communication inclusivity, allowing users to communicate in their preferred language regardless of geographical location.
Empowerment: By empowering individuals with effective communication tools, our software enhances their independence, confidence, and overall quality of life.
Safety: In emergency situations or critical environments where verbal communication may be challenging or impossible, our software provides a reliable means of communication, potentially enhancing safety and well-being.
Innovation: As a pioneer in sign language communication technology, our software represents a significant advancement in the field, driving innovation and shaping the future of communication accessibility for all.         ","CRYPTOGRAPHY, SCIKIT-LEARN, NUMPY, OPENCV, TKINTER, PYTHON, PYTTSX3, PICKLE, MEDIAPIPE, PYMYSQL","['sign language', 'communicate sign', 'gestures text', 'translates gestures', 'users communicate', 'communication accessibility', 'communication sign', 'gestures', 'signet', 'accessibility software', 'sign', 'communication tools', 'signers', 'language communication', 'communication supporting']",8.486317364886988
https://devfolio.co/projects/saferoute-42d7,SafeRoute,"The problem SafeRoute solves In an era where road safety remains a critical concern, SafeRoute emerges as a dedicated personal assistant designed to enhance safety on the road. Leveraging data provided by the Ministry of Road Transport and Highways, SafeRoute integrates seamlessly with Google Maps to provide real-time insights into the safety status of a given route. Our mission is to bring this application on SmartScreen of every car.
We aim to give the driver an ecosystem inside the vehicle of which they can trust on for the valuable warnings and alerts so that they can always be kept on toes, for eg. on the places like freeways usually the time to react is not enough to prevent it.
We aim to make sure that the person in the driving does not get laid back or do speeding or using phone at the moments which can be fatal   Challenges we ran into The very first challenge we faced was that the dataset we obtained from the Ministry of Roads and Highways, Government of India was containing the location of the accident that took place with severity of the accident and since most of the accidents are sever so values were pretty high most of the time, so handling the skewness of the dataset was a big problem. The very first challenge we faced was that the dataset we obtained from the Ministry of Roads and Highways, Government of India was containing the location of the accident that took place with severity of the accident and since most of the accidents are sever so values were pretty high most of the time, so handling the skewness of the dataset was a big problem.  ","FLASK, SCIKIT-LEARN, OPENCV, XGBOOST, TAILWIND CSS, REACT.JS","['road safety', 'highways saferoute', 'safety road', 'insights safety', 'enhance safety', 'concern saferoute', 'problem saferoute', 'skewness dataset', 'saferoute', 'accident accidents', 'smartscreen car', 'vehicle trust', 'faced dataset', 'driver ecosystem', 'location accident']",0.0
https://devfolio.co/projects/traverse-eee6,Traverse,"The problem Traverse solves Traverse, our project for the 2024 Hackathon, aims to make going out with your friends a smoother and easier experience. Our goal was to create an app which would eliminate the question ""...what next?"" when out with your friends or visiting a new city. Traverse simplifies the travel planning process by enabling users to quickly create itineraries for both their local area and other cities across the US. It addresses the common frustration of filtering through numerous options for decent restaurants and activities. Users can effortlessly generate itineraries filled with top-rated and affordable activities with just the push of a button, allowing them to spend less time planning and more time enjoying their trip or outing. The platform allows users to select a state and city, and after searching, it displays the top tourist attractions in a list and on an interactive map. Airbnb listings are also integrated, with the best Airbnbs for the price and quality being prioritized, appearing on the bottom left of the screen for easy accommodation planning. Furthermore, Traverse offers deep insights into Airbnb data, analyzing top hosts and neighborhoods with violin plots, running regression models with an 80/20 train-test split, predicting prices based on independent variables, and visualizing listings on a heatmap. This comprehensive approach turns the cumbersome task of travel planning into a streamlined and enjoyable experience, providing all necessary tools and data in one convenient platform. Challenges we ran into The primary hurdle we encountered in our project was sourcing datasets for points of interest in various cities, as they were either unavailable or prohibitively expensive. To overcome this, we utilized free credits from the Google API to develop a script that collects data on points of interest based on a given city in the US. Due to limited credits, we had to opt for a smaller radius in our searches, which was a significant compromise. Additionally, we aimed to provide users with visualizations of Airbnb listings to assist in their trip planning. Since no dedicated API was available for this purpose, we resorted to scraping these listings directly from the web. This process involved extensive data cleaning and analysis. We successfully created a robust visualization template that works with the listing data in CSV format. Moreover, we ventured into predictive analytics, using various listing variables to forecast the pricing of Airbnb listings, enhancing the user's decision-making process for their travel plans. ","REACT, FLASK, SCIKIT-LEARN, PANDAS, PYTHON, DATA VISUALIZATION, DATA ANALYTICS, HTML/CSS/JS, PIPE-AND-FILTER, IN-HOUSE AIRBNB WEB SCRAPER","['insights airbnb', 'map airbnb', 'airbnb listings', 'traverse', 'airbnb', 'airbnb data', 'airbnbs', 'traverse project', 'visualizations airbnb', 'best airbnbs', 'city traverse', 'traverse offers', 'itineraries local', 'travel plans', 'itineraries']",0.0
https://devfolio.co/projects/fake-news-detection-system-e07b,Fake News Detection System,"The problem Fake News Detection System solves Our project aims to tackle this issue using machine learning to sort news articles as real or fake. By spotting fake news, we can stop misinformation from spreading and empower individuals to make betterinformed choices. This project matters to media companies, news sites, and social media platforms that share news. Sorting news as real or fake can help these groups better manage their content and stop fake news from spreading. Challenges we ran into We face a lot of problem while pre-processing the text data and also while improving the model for better efficiency but later on we resolved the issues as mentoring round helped us a lot to resolve these issues.","HTML, SCIKIT-LEARN, PANDAS, MATPLOTLIB, PYTHON, NATURAL LANGUAGE TOOLKIT (NLTK)","['news sorting', 'sort news', 'sorting news', 'news detection', 'news real', 'share news', 'news spreading', 'news articles', 'fake news', 'companies news', 'misinformation spreading', 'news sites', 'articles real', 'machine learning', 'learning sort']",0.0
https://devfolio.co/projects/machine-minds-a74d,Machine Minds,"The problem Machine Minds solves Traditional methods of learning machine learning models and hyperparameter tuning are often perceived as tedious and challenging. This can result in a lack of motivation and engagement, hindering the learning process Challenges we ran into Speedying the process of generating graphs and constructing levels","JS, FLASK, SCIKIT-LEARN, MACHINE LEARNING, DOCKER, SQLITE, PYTHON, HTML/CSS, REACT.JS","['generating graphs', 'minds solves', 'graphs constructing', 'learning machine', 'hyperparameter tuning', 'machine minds', 'machine learning', 'models hyperparameter', 'problem machine', 'graphs', 'hyperparameter', 'generating', 'constructing levels', 'learning models', 'learning process']",0.0
https://devfolio.co/projects/rozgaar,Rozgaar,"The problem Rozgaar solves In India, the daily wage labourers are large in number and their entire day-to-day activities are dependent on the wages they get from daily works. The problem is that due to the large number of workers and them being in small towns many labourers can not get work. So our idea is to not let the labourers search the work but the work to search the labourers.
We have designed an application in which contractors will ask for labourers with required skills and based on that we’ll inform the appropriate labourers about the work and its details like, estimated pay, location, type of work etc. Thus any work from nearby areas can be made accessible to the labourers easily.  Challenges we ran into The biggest challenge was the communication gap because of the online hackathon. Also lack of datasets. Deciding parameters and weights for the models.","FLASK, SCIKIT-LEARN, SQLITE, FLUTTER, GEOPY","['search labourers', 'labourers search', 'work search', 'labourers work', 'accessible labourers', 'labourers required', 'towns labourers', 'labourers', 'ask labourers', 'labourers easily', 'appropriate labourers', 'wage labourers', 'labourers large', 'solves india', 'work nearby']",0.0
https://devfolio.co/projects/lifemedeasy,lifeMEDeasy,"The problem lifeMEDeasy solves Our Mission is to automate Healthcare and make health facilities available to everyone regardless of their limitations. We seek to automate Healthcare Appointments, make available Disease Severity Prediction on Symptoms provided through Healthcare Chat-bots and AI Technology and Online Ambulance Booking Services and Medical document storage via an all in1 full-fledged Web-Portal 1.Online Hospital / Clinics Appointment Facility
Majority of hospitals in countries, especially developing countries require in-visit appointment, thus wasting time and essential resources and spreading the risk of infection. Users can now book healthcare appointments online without in-visit practices, thus automating this age-old practice         ","REACT, DJANGO, SCIKIT-LEARN, GIT, PYTHON, NATURAL LANGUAGE PROCESSING (NLP), NATURAL LANGUAGE TOOLKIT (NLTK), AI/ML","['automate healthcare', 'online hospital', 'healthcare appointments', 'online ambulance', 'appointments online', 'healthcare chat', 'appointment facility', 'hospital clinics', 'clinics appointment', 'visit appointment', 'hospital', 'problem lifemedeasy', 'appointment', 'hospitals countries', 'lifemedeasy solves']",0.0
https://devfolio.co/projects/bitzy-crypto-portfolio-manager,Bitzy - Crypto Portfolio Manager,"The problem Bitzy - Crypto Portfolio Manager solves Crypto trading has been on the rise lately and more individuals and businesses are getting into it. With advanced tools and platforms, it can be hectic for the user to keep track of their portfolio and has higher chances of missing out on important updates in the crypto trading world. Technology has always impacted trading and fintech, so we wanted to find out an efficient platform to act as a third-party portfolio manager which helps the user to keep track of everything without compromising anything. Bitzy connects to various crypto trading platforms and updates the information to provide meaningful insights to the user about their portfolio. Apart from keeping track of the portfolio details, up to date prices of various cryptocurrencies, Bitzy also provides live news updates from the crypto world, important alerts, and also real-time user services. But what distinguishes BItzy is the crypto price predictor, which uses the help of ML to analyze the trends in the market for effective trading.  ","BOOTSTRAP, JAVASCRIPT, FLASK, SCIKIT-LEARN, NUMPY, MACHINE LEARNING, PANDAS, HTML5, PYTHON, CSS3","['bitzy crypto', 'cryptocurrencies bitzy', 'crypto portfolio', 'crypto trading', 'various crypto', 'crypto', 'bitzy provides', 'crypto world', 'portfolio manager', 'trading platforms', 'compromising bitzy', 'updates crypto', 'crypto price', 'various cryptocurrencies', 'user portfolio']",0.0
https://devfolio.co/projects/future-and-present-weather-predictor-using-ai,Future and Present Weather Predictor using AI,"The problem Future and Present Weather Predictor using AI solves Based on the dataset of weather conditions, predict whether you will be able to play football on the weekend. Usually, to predict weather forecasting, a massive amount of data is being fed into the algorithm that uses deep learning techniques to learn it and then make predictions based on the past data. However, the trained ML model works on a physics free approach for the forecasting process. Challenges we ran into It is actually very difficult to predict the weather of the day due to variability and unpredictibility yet our machine learning model calculates and predicts average temperture & Humidity of the day. It is actually very difficult to predict the weather of the day due to variability and unpredictibility yet our machine learning model calculates and predicts average temperture & Humidity of the day.  ","CSS, JAVASCRIPT, SCIKIT-LEARN, MACHINE LEARNING, MATPLOTLIB, HTML5, PYTHON, NEURAL NETWORK","['predict weather', 'weather forecasting', 'weather predictor', 'make predictions', 'dataset weather', 'forecasting', 'weather', 'weather conditions', 'weather day', 'predictions based', 'predict', 'predicts', 'forecasting process', 'deep learning', 'usually predict']",0.0
https://devfolio.co/projects/voicerural-bdd2,Voice4Rural,"The problem Voice4Rural solves Unique and easy to use simple UI which can be used by rural people without much trouble.
Connect people to nearby vaccination centers to book their places from the available booking slots. Booking is done in the nearest hospital on basis of available slots. A simple setup to assist people who aren’t much familiar with the technology.
Connecting with buyers to facilitate the selling of handmade products made by the village people to make use of their self-learned skills and make some money.
Now it’s easy to find employees by posting the simple jobs
Getting information from Twitter about changes in policy or any existing setups and also the top opinions of different people which everyone should be aware of
Full Crop Profile Details Retrieval so that Farmers Can have full access to details of crops - Like Exporting Countries, Major Price in states and so on
Forecasted Prediction of Crop Prices So that Farmers can have a certain estimation about which crop would be more beneficial to grow and invest
Native Multilingual Support so that user Can use this app with their own native language hassle-free.        Booking is done in the nearest hospital on basis of available slots. A simple setup to assist people who aren’t much familiar with the technology.
Another easy-to-use setup to post the handmade-items along with the negotiable price and the contact details. This will be a really good step up in turning India atmanirbhar and will also in turn help the needy.
Matching jobs based on the user profile and giving updates based on that. Almost everyone in villages are looking for jobs and this would surely help them in the run.
Apart from newspapers, news from social media isn’t accessible by the majority of the rural people. Instead of showing all, if we display messages based on their interests/any major announcements that would surely help the people.    Challenges we ran into Since we worked on various tech stacks, integrating all of them for serving the frontend was not that easy. We overcame this by choosing fastapi(python based backend framework) for our prototype. The frontend being in React JS, we encountered multiple CORS errors. Managing the database for so many collections proved to be a tedious task. Few dependencies and import errors popped up while integrating all the scripts and deploying it on Heroku which were resolved as we learned the fixes in the process.   ","TENSORFLOW, SCIKIT-LEARN, MONGODB, WEBSCRAPING, FASTAPI, LSTM-KERAS, REACTJS, MATERIAL UI, CHARTJS","['retrieval farmers', 'used rural', 'farmers access', 'based villages', 'rural', 'assist people', 'villages looking', 'prediction crop', 'rural people', 'voice4rural solves', 'farmers certain', 'farmers', 'jobs based', 'available booking', 'villages']",0.0
https://devfolio.co/projects/fake-investigation-department-fid-bccb,Fake Investigation Department (FID),"The problem Fake Investigation Department (FID) solves Nowadays people rely mostly on news articles, social media, and many other online platforms to get knowledge about their surroundings. Some people can easily take advantage of these online platforms to spread fake news and images about sensitive topics which can also cause riots and stress in society. Our product has two services:- News curator:- It will help users to identify the neutrality and authenticity of news articles related to the topic provided to the curator along with the original source of the news article.
Image Investigator:- It will help users to find authenticity in the image provided to Investigator by providing them with a binary mask image highlighting manipulated regions in the image. News curator:- It will help users to identify the neutrality and authenticity of news articles related to the topic provided to the curator along with the original source of the news article. News curator:- It will help users to identify the neutrality and authenticity of news articles related to the topic provided to the curator along with the original source of the news article. Image Investigator:- It will help users to find authenticity in the image provided to Investigator by providing them with a binary mask image highlighting manipulated regions in the image. Image Investigator:- It will help users to find authenticity in the image provided to Investigator by providing them with a binary mask image highlighting manipulated regions in the image.           ","JAVASCRIPT, FLASK, TENSORFLOW, SCIKIT-LEARN, DEEP LEARNING, WEBPACK, PYTHON, VERCEL, REACT.JS, NLP","['image investigator', 'news curator', 'news images', 'authenticity image', 'image news', 'authenticity news', 'fake investigation', 'article image', 'investigation', 'investigator providing', 'curator help', 'users authenticity', 'investigation department', 'curator', 'investigator']",0.0
